contract_type_id,contract_type,customer_id,contract_type_id,paperless_billing,customer_id,churn_month,customer_id,gender,senior_citizen,partner,dependents,customer_id,payment_type_id,monthly_charges,total_charges,customer_id,signup_date,customer_id,phone_service,multiple_lines,internet_service_type_id,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,internet_service_type_id,internet_service_type,payment_type_id,payment_type
1,Month-to-month,3138-BKYAV,1,Yes,3138-BKYAV,2022-01-31,3138-BKYAV,Male,0,No,No,3138-BKYAV,1,85.35,489.45,3138-BKYAV,"2021-07-21 18:07:34",3138-BKYAV,Yes,No,2,No,Yes,No,No,Yes,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3143-ILDAL,1,Yes,3143-ILDAL,2022-01-31,3143-ILDAL,Male,0,No,No,3143-ILDAL,1,94.45,5124.6,3143-ILDAL,"2017-05-21 18:07:34",3143-ILDAL,Yes,Yes,2,No,Yes,No,Yes,No,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3143-JQEGI,1,No,3143-JQEGI,2022-01-31,3143-JQEGI,Female,0,Yes,Yes,3143-JQEGI,1,88.35,1222.8,3143-JQEGI,"2020-12-21 18:07:34",3143-JQEGI,Yes,No,2,No,No,No,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3144-AUDBS,1,Yes,3144-AUDBS,2022-01-31,3144-AUDBS,Female,0,Yes,No,3144-AUDBS,1,49.15,270.8,3144-AUDBS,"2021-07-21 18:07:34",3144-AUDBS,Yes,No,1,No,No,No,Yes,No,No,1,DSL,1,"Electronic check"
1,Month-to-month,3177-LASXD,1,No,3177-LASXD,2022-01-31,3177-LASXD,Female,0,No,No,3177-LASXD,1,71.35,71.35,3177-LASXD,"2021-12-21 18:07:34",3177-LASXD,Yes,No,2,No,No,No,No,No,No,2,"Fiber optic",1,"Electronic check"
2,"One year",3190-XFANI,2,Yes,3190-XFANI,2022-01-31,3190-XFANI,Male,0,No,Yes,3190-XFANI,3,100.6,5069.65,3190-XFANI,"2017-12-21 18:07:34",3190-XFANI,Yes,Yes,2,No,No,No,Yes,Yes,Yes,2,"Fiber optic",3,"Bank transfer (automatic)"
3,"Two year",3192-NQECA,3,Yes,3192-NQECA,2022-01-31,3192-NQECA,Male,0,Yes,No,3192-NQECA,3,110,7611.85,3192-NQECA,"2016-05-21 18:07:34",3192-NQECA,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,2,"Fiber optic",3,"Bank transfer (automatic)"
1,Month-to-month,3194-ORPIK,1,Yes,3194-ORPIK,2022-01-31,3194-ORPIK,Female,0,Yes,Yes,3194-ORPIK,3,84.4,4116.15,3194-ORPIK,"2017-11-21 18:07:34",3194-ORPIK,Yes,Yes,2,No,No,No,No,Yes,No,2,"Fiber optic",3,"Bank transfer (automatic)"
1,Month-to-month,3208-YPIOE,1,No,3208-YPIOE,2022-01-31,3208-YPIOE,Male,0,No,No,3208-YPIOE,1,75.25,3017.65,3208-YPIOE,"2018-10-21 18:07:34",3208-YPIOE,Yes,Yes,2,No,No,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3217-FZDMN,1,Yes,3217-FZDMN,2022-01-31,3217-FZDMN,Female,1,No,No,3217-FZDMN,4,94.45,742.95,3217-FZDMN,"2021-05-21 18:07:34",3217-FZDMN,Yes,No,2,No,No,Yes,No,Yes,Yes,2,"Fiber optic",4,"Credit card (automatic)"
1,Month-to-month,3235-ETOOB,1,Yes,3235-ETOOB,2022-01-31,3235-ETOOB,Male,0,Yes,No,3235-ETOOB,1,74.5,609.9,3235-ETOOB,"2021-05-21 18:07:34",3235-ETOOB,Yes,No,2,Yes,No,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3237-AJGEH,1,Yes,3237-AJGEH,2022-01-31,3237-AJGEH,Female,0,Yes,Yes,3237-AJGEH,2,31,95.05,3237-AJGEH,"2021-10-21 18:07:34",3237-AJGEH,No,"No phone service",1,No,No,No,Yes,No,No,1,DSL,2,"Mailed check"
1,Month-to-month,3244-DCJWY,1,Yes,3244-DCJWY,2022-01-31,3244-DCJWY,Female,0,No,No,3244-DCJWY,1,70.25,70.25,3244-DCJWY,"2021-12-21 18:07:34",3244-DCJWY,Yes,No,2,No,No,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3254-YRILK,1,Yes,3254-YRILK,2022-01-31,3254-YRILK,Male,1,No,No,3254-YRILK,1,88.2,1775.8,3254-YRILK,"2020-06-21 18:07:34",3254-YRILK,Yes,Yes,2,No,Yes,No,No,Yes,No,2,"Fiber optic",1,"Electronic check"
3,"Two year",3259-FDWOY,3,Yes,3259-FDWOY,2022-01-31,3259-FDWOY,Male,0,Yes,Yes,3259-FDWOY,3,106,7723.7,3259-FDWOY,"2016-02-21 18:07:34",3259-FDWOY,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,2,"Fiber optic",3,"Bank transfer (automatic)"
1,Month-to-month,3269-ATYWD,1,Yes,3269-ATYWD,2022-01-31,3269-ATYWD,Male,1,No,No,3269-ATYWD,3,95.65,3759.05,3269-ATYWD,"2018-10-21 18:07:34",3269-ATYWD,Yes,Yes,2,No,No,No,No,Yes,Yes,2,"Fiber optic",3,"Bank transfer (automatic)"
1,Month-to-month,3285-UCQVC,1,No,3285-UCQVC,2022-01-31,3285-UCQVC,Female,0,No,No,3285-UCQVC,4,28.6,973.55,3285-UCQVC,"2018-12-21 18:07:34",3285-UCQVC,No,"No phone service",1,No,No,No,Yes,No,No,1,DSL,4,"Credit card (automatic)"
2,"One year",3313-QKNKB,2,No,3313-QKNKB,2022-01-31,3313-QKNKB,Male,0,Yes,No,3313-QKNKB,1,85.55,5084.65,3313-QKNKB,"2017-02-21 18:07:34",3313-QKNKB,Yes,Yes,2,No,No,No,No,No,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3315-TOTBP,1,Yes,3315-TOTBP,2022-01-31,3315-TOTBP,Male,0,No,No,3315-TOTBP,2,76,1130.85,3315-TOTBP,"2020-10-21 18:07:34",3315-TOTBP,Yes,Yes,2,No,No,No,No,No,No,2,"Fiber optic",2,"Mailed check"
1,Month-to-month,3329-WDIOK,1,Yes,3329-WDIOK,2022-01-31,3329-WDIOK,Female,0,No,No,3329-WDIOK,1,50.6,155.35,3329-WDIOK,"2021-10-21 18:07:34",3329-WDIOK,No,"No phone service",1,No,Yes,No,No,Yes,Yes,1,DSL,1,"Electronic check"
1,Month-to-month,3331-HQDTW,1,Yes,3331-HQDTW,2022-01-31,3331-HQDTW,Female,0,No,No,3331-HQDTW,2,109.8,3587.25,3331-HQDTW,"2019-03-21 18:07:34",3331-HQDTW,Yes,Yes,2,Yes,Yes,Yes,No,Yes,Yes,2,"Fiber optic",2,"Mailed check"
1,Month-to-month,3346-BRMIS,1,Yes,3346-BRMIS,2022-01-31,3346-BRMIS,Female,1,Yes,No,3346-BRMIS,1,48.35,810.7,3346-BRMIS,"2020-07-21 18:07:34",3346-BRMIS,No,"No phone service",1,No,No,Yes,No,Yes,Yes,1,DSL,1,"Electronic check"
2,"One year",3351-NQLDI,2,Yes,3351-NQLDI,2022-01-31,3351-NQLDI,Female,0,Yes,Yes,3351-NQLDI,4,94.35,6341.45,3351-NQLDI,"2016-06-21 18:07:34",3351-NQLDI,Yes,Yes,2,Yes,No,No,Yes,No,Yes,2,"Fiber optic",4,"Credit card (automatic)"
1,Month-to-month,3374-LXDEV,1,No,3374-LXDEV,2022-01-31,3374-LXDEV,Female,0,No,No,3374-LXDEV,1,89.4,1132.35,3374-LXDEV,"2020-12-21 18:07:34",3374-LXDEV,Yes,Yes,2,No,Yes,Yes,Yes,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3376-BMGFE,1,Yes,3376-BMGFE,2022-01-31,3376-BMGFE,Female,0,No,No,3376-BMGFE,3,70.9,273,3376-BMGFE,"2021-09-21 18:07:34",3376-BMGFE,Yes,No,2,No,No,No,No,No,No,2,"Fiber optic",3,"Bank transfer (automatic)"
1,Month-to-month,3387-VATUS,1,Yes,3387-VATUS,2022-01-31,3387-VATUS,Male,0,No,No,3387-VATUS,3,94.85,462.8,3387-VATUS,"2021-08-21 18:07:34",3387-VATUS,Yes,Yes,2,No,No,No,No,Yes,Yes,2,"Fiber optic",3,"Bank transfer (automatic)"
1,Month-to-month,3393-FMZPV,1,Yes,3393-FMZPV,2022-01-31,3393-FMZPV,Female,0,No,No,3393-FMZPV,1,100.25,2387.75,3393-FMZPV,"2019-12-21 18:07:34",3393-FMZPV,Yes,Yes,2,No,Yes,No,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3415-TAILE,1,No,3415-TAILE,2022-01-31,3415-TAILE,Female,0,Yes,Yes,3415-TAILE,2,65.7,134.35,3415-TAILE,"2021-11-21 18:07:34",3415-TAILE,Yes,No,1,No,No,No,No,Yes,Yes,1,DSL,2,"Mailed check"
1,Month-to-month,3440-JPSCL,1,Yes,3440-JPSCL,2022-01-31,3440-JPSCL,Female,0,No,No,3440-JPSCL,2,99.95,547.65,3440-JPSCL,"2021-07-21 18:07:34",3440-JPSCL,Yes,No,2,No,No,Yes,Yes,Yes,Yes,2,"Fiber optic",2,"Mailed check"
1,Month-to-month,3445-HXXGF,1,Yes,3445-HXXGF,2022-01-31,3445-HXXGF,Male,1,Yes,No,3445-HXXGF,1,45.3,2651.2,3445-HXXGF,"2017-03-21 18:07:34",3445-HXXGF,No,"No phone service",1,No,Yes,Yes,No,No,Yes,1,DSL,1,"Electronic check"
1,Month-to-month,3494-JCHRQ,1,Yes,3494-JCHRQ,2022-01-31,3494-JCHRQ,Male,0,No,No,3494-JCHRQ,1,70.05,70.05,3494-JCHRQ,"2021-12-21 18:07:34",3494-JCHRQ,Yes,No,2,No,No,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3500-RMZLT,1,Yes,3500-RMZLT,2022-01-31,3500-RMZLT,Female,1,No,No,3500-RMZLT,2,96.3,1426.75,3500-RMZLT,"2020-10-21 18:07:34",3500-RMZLT,Yes,No,2,Yes,No,Yes,Yes,No,Yes,2,"Fiber optic",2,"Mailed check"
1,Month-to-month,3506-LCJDC,1,No,3506-LCJDC,2022-01-31,3506-LCJDC,Male,0,Yes,Yes,3506-LCJDC,3,19.95,19.95,3506-LCJDC,"2021-12-21 18:07:34",3506-LCJDC,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",3,None,3,"Bank transfer (automatic)"
1,Month-to-month,3521-SYVOR,1,Yes,3521-SYVOR,2022-01-31,3521-SYVOR,Female,0,No,No,3521-SYVOR,1,64.75,2345.2,3521-SYVOR,"2018-12-21 18:07:34",3521-SYVOR,Yes,No,1,No,No,No,No,Yes,Yes,1,DSL,1,"Electronic check"
2,"One year",3523-QRQLL,2,Yes,3523-QRQLL,2022-01-31,3523-QRQLL,Female,0,Yes,Yes,3523-QRQLL,3,69.5,1498.2,3523-QRQLL,"2020-03-21 18:07:34",3523-QRQLL,Yes,No,1,No,Yes,No,No,Yes,Yes,1,DSL,3,"Bank transfer (automatic)"
1,Month-to-month,3536-IQCTX,1,No,3536-IQCTX,2022-01-31,3536-IQCTX,Male,1,Yes,No,3536-IQCTX,1,85.3,2661.1,3536-IQCTX,"2019-05-21 18:07:34",3536-IQCTX,Yes,Yes,2,No,No,No,No,No,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3540-RZJYU,1,No,3540-RZJYU,2022-01-31,3540-RZJYU,Female,0,No,No,3540-RZJYU,1,86.2,1270.2,3540-RZJYU,"2020-10-21 18:07:34",3540-RZJYU,Yes,No,2,Yes,No,No,No,Yes,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3571-RFHAR,1,Yes,3571-RFHAR,2022-01-31,3571-RFHAR,Male,0,No,No,3571-RFHAR,1,109.15,6941.2,3571-RFHAR,"2016-08-21 18:07:34",3571-RFHAR,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3580-REOAC,1,Yes,3580-REOAC,2022-01-31,3580-REOAC,Male,0,No,No,3580-REOAC,4,44.85,435.4,3580-REOAC,"2021-03-21 18:07:34",3580-REOAC,Yes,No,1,No,No,No,No,No,No,1,DSL,4,"Credit card (automatic)"
1,Month-to-month,3583-EKAPL,1,Yes,3583-EKAPL,2022-01-31,3583-EKAPL,Male,0,No,No,3583-EKAPL,1,55,55,3583-EKAPL,"2021-12-21 18:07:34",3583-EKAPL,Yes,No,1,No,No,No,No,No,Yes,1,DSL,1,"Electronic check"
1,Month-to-month,3647-GMGDH,1,Yes,3647-GMGDH,2022-01-31,3647-GMGDH,Male,0,Yes,No,3647-GMGDH,4,94.7,1914.9,3647-GMGDH,"2020-03-21 18:07:34",3647-GMGDH,Yes,No,2,No,No,Yes,No,Yes,Yes,2,"Fiber optic",4,"Credit card (automatic)"
1,Month-to-month,3656-TKRVZ,1,No,3656-TKRVZ,2022-01-31,3656-TKRVZ,Female,0,No,No,3656-TKRVZ,1,55.35,165.2,3656-TKRVZ,"2021-10-21 18:07:34",3656-TKRVZ,Yes,No,1,Yes,Yes,No,No,No,No,1,DSL,1,"Electronic check"
1,Month-to-month,3658-KIBGF,1,Yes,3658-KIBGF,2022-01-31,3658-KIBGF,Female,0,No,No,3658-KIBGF,1,54.9,54.9,3658-KIBGF,"2021-12-21 18:07:34",3658-KIBGF,Yes,No,1,Yes,Yes,No,No,No,No,1,DSL,1,"Electronic check"
1,Month-to-month,3663-MITLP,1,Yes,3663-MITLP,2022-01-31,3663-MITLP,Female,0,No,No,3663-MITLP,1,101.25,1457.25,3663-MITLP,"2020-10-21 18:07:34",3663-MITLP,Yes,No,2,No,Yes,Yes,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3677-IYRBF,1,Yes,3677-IYRBF,2022-01-31,3677-IYRBF,Female,1,No,No,3677-IYRBF,1,30.4,78.65,3677-IYRBF,"2021-11-21 18:07:34",3677-IYRBF,No,"No phone service",1,No,No,Yes,No,No,No,1,DSL,1,"Electronic check"
2,"One year",3685-YLCMQ,2,Yes,3685-YLCMQ,2022-01-31,3685-YLCMQ,Male,0,No,No,3685-YLCMQ,1,104.65,6219.6,3685-YLCMQ,"2017-03-21 18:07:34",3685-YLCMQ,Yes,Yes,2,No,No,Yes,Yes,Yes,Yes,2,"Fiber optic",1,"Electronic check"
2,"One year",3705-PSNGL,2,Yes,3705-PSNGL,2022-01-31,3705-PSNGL,Male,0,No,No,3705-PSNGL,1,20.4,930.45,3705-PSNGL,"2018-04-21 18:07:34",3705-PSNGL,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",3,None,1,"Electronic check"
1,Month-to-month,3707-GNWHM,1,Yes,3707-GNWHM,2022-01-31,3707-GNWHM,Male,0,No,No,3707-GNWHM,2,74.25,74.25,3707-GNWHM,"2021-12-21 18:07:34",3707-GNWHM,Yes,Yes,2,No,No,No,No,No,No,2,"Fiber optic",2,"Mailed check"
2,"One year",3707-LRWZD,2,No,3707-LRWZD,2022-01-31,3707-LRWZD,Female,0,No,No,3707-LRWZD,1,84.05,2781.85,3707-LRWZD,"2019-05-21 18:07:34",3707-LRWZD,Yes,Yes,2,No,No,No,No,Yes,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3714-JTVOV,1,Yes,3714-JTVOV,2022-01-31,3714-JTVOV,Female,1,Yes,No,3714-JTVOV,4,74.15,3229.4,3714-JTVOV,"2018-07-21 18:07:34",3714-JTVOV,Yes,No,2,Yes,No,No,No,No,No,2,"Fiber optic",4,"Credit card (automatic)"
1,Month-to-month,3716-BDVDB,1,Yes,3716-BDVDB,2022-01-31,3716-BDVDB,Male,0,No,No,3716-BDVDB,1,69.1,69.1,3716-BDVDB,"2021-12-21 18:07:34",3716-BDVDB,Yes,No,2,No,No,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3744-ZRRDZ,1,Yes,3744-ZRRDZ,2022-01-31,3744-ZRRDZ,Male,0,No,No,3744-ZRRDZ,1,82.35,1852.85,3744-ZRRDZ,"2020-04-21 18:07:34",3744-ZRRDZ,Yes,Yes,2,No,Yes,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3755-JBMNH,1,Yes,3755-JBMNH,2022-01-31,3755-JBMNH,Male,1,Yes,No,3755-JBMNH,3,71.8,1167.8,3755-JBMNH,"2020-09-21 18:07:34",3755-JBMNH,Yes,No,2,No,No,No,No,No,No,2,"Fiber optic",3,"Bank transfer (automatic)"
1,Month-to-month,3765-JXVKY,1,Yes,3765-JXVKY,2022-01-31,3765-JXVKY,Female,0,No,No,3765-JXVKY,1,74.7,74.7,3765-JXVKY,"2021-12-21 18:07:34",3765-JXVKY,Yes,No,2,No,Yes,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3768-NLUBH,1,No,3768-NLUBH,2022-01-31,3768-NLUBH,Male,1,Yes,No,3768-NLUBH,1,100.6,5746.15,3768-NLUBH,"2017-04-21 18:07:34",3768-NLUBH,Yes,Yes,2,No,No,Yes,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3791-LGQCY,1,Yes,3791-LGQCY,2022-01-31,3791-LGQCY,Female,1,Yes,No,3791-LGQCY,3,100.65,5688.05,3791-LGQCY,"2017-05-21 18:07:34",3791-LGQCY,Yes,Yes,2,No,No,Yes,No,Yes,Yes,2,"Fiber optic",3,"Bank transfer (automatic)"
1,Month-to-month,3793-MMFUH,1,Yes,3793-MMFUH,2022-01-31,3793-MMFUH,Female,1,No,No,3793-MMFUH,1,95.05,1290,3793-MMFUH,"2020-12-21 18:07:34",3793-MMFUH,Yes,Yes,2,No,No,No,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3799-ISUZQ,1,Yes,3799-ISUZQ,2022-01-31,3799-ISUZQ,Male,0,Yes,Yes,3799-ISUZQ,3,69.95,529.5,3799-ISUZQ,"2021-06-21 18:07:34",3799-ISUZQ,Yes,No,2,No,No,No,No,No,No,2,"Fiber optic",3,"Bank transfer (automatic)"
1,Month-to-month,3804-RVTGV,1,Yes,3804-RVTGV,2022-01-31,3804-RVTGV,Male,0,Yes,Yes,3804-RVTGV,3,103.85,5017.9,3804-RVTGV,"2017-11-21 18:07:34",3804-RVTGV,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,2,"Fiber optic",3,"Bank transfer (automatic)"
1,Month-to-month,3811-VBYBZ,1,Yes,3811-VBYBZ,2022-01-31,3811-VBYBZ,Male,0,No,No,3811-VBYBZ,1,99.8,673.25,3811-VBYBZ,"2021-06-21 18:07:34",3811-VBYBZ,Yes,Yes,2,No,Yes,No,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3814-MLAXC,1,Yes,3814-MLAXC,2022-01-31,3814-MLAXC,Female,0,No,No,3814-MLAXC,4,79.85,2404.15,3814-MLAXC,"2019-06-21 18:07:34",3814-MLAXC,Yes,Yes,2,No,No,No,Yes,No,No,2,"Fiber optic",4,"Credit card (automatic)"
1,Month-to-month,3815-SLMEF,1,No,3815-SLMEF,2022-01-31,3815-SLMEF,Female,0,No,No,3815-SLMEF,2,34.25,139.35,3815-SLMEF,"2021-10-21 18:07:34",3815-SLMEF,No,"No phone service",1,Yes,No,No,Yes,No,No,1,DSL,2,"Mailed check"
1,Month-to-month,3834-XUIFC,1,Yes,3834-XUIFC,2022-01-31,3834-XUIFC,Male,0,No,No,3834-XUIFC,2,85.2,602.55,3834-XUIFC,"2021-06-21 18:07:34",3834-XUIFC,Yes,Yes,2,No,No,No,No,No,Yes,2,"Fiber optic",2,"Mailed check"
1,Month-to-month,3838-OZURD,1,Yes,3838-OZURD,2022-01-31,3838-OZURD,Male,0,Yes,No,3838-OZURD,4,105,7133.25,3838-OZURD,"2016-07-21 18:07:34",3838-OZURD,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,2,"Fiber optic",4,"Credit card (automatic)"
1,Month-to-month,3842-IYKUE,1,No,3842-IYKUE,2022-01-31,3842-IYKUE,Female,0,No,No,3842-IYKUE,4,85.3,2917.5,3842-IYKUE,"2019-02-21 18:07:34",3842-IYKUE,Yes,Yes,2,No,Yes,No,Yes,No,No,2,"Fiber optic",4,"Credit card (automatic)"
1,Month-to-month,3858-VOBET,1,Yes,3858-VOBET,2022-01-31,3858-VOBET,Male,0,No,No,3858-VOBET,1,74.95,1710.45,3858-VOBET,"2020-02-21 18:07:34",3858-VOBET,Yes,Yes,2,No,No,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3859-CVCET,1,No,3859-CVCET,2022-01-31,3859-CVCET,Female,0,No,No,3859-CVCET,2,45.65,191.05,3859-CVCET,"2021-09-21 18:07:34",3859-CVCET,Yes,No,1,No,No,No,No,No,No,1,DSL,2,"Mailed check"
1,Month-to-month,3874-EQOEP,1,No,3874-EQOEP,2022-01-31,3874-EQOEP,Male,0,No,No,3874-EQOEP,2,95,655.5,3874-EQOEP,"2021-06-21 18:07:34",3874-EQOEP,Yes,Yes,2,No,No,No,No,Yes,Yes,2,"Fiber optic",2,"Mailed check"
1,Month-to-month,3877-JRJIP,1,Yes,3877-JRJIP,2022-01-31,3877-JRJIP,Male,0,No,No,3877-JRJIP,1,59.85,59.85,3877-JRJIP,"2021-12-21 18:07:34",3877-JRJIP,Yes,Yes,1,No,No,No,No,Yes,No,1,DSL,1,"Electronic check"
1,Month-to-month,3884-HCSWG,1,Yes,3884-HCSWG,2022-01-31,3884-HCSWG,Female,0,No,No,3884-HCSWG,1,70,1144.5,3884-HCSWG,"2020-08-21 18:07:34",3884-HCSWG,Yes,No,2,No,No,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3902-FOIGH,1,Yes,3902-FOIGH,2022-01-31,3902-FOIGH,Male,1,Yes,No,3902-FOIGH,1,101.35,1218.55,3902-FOIGH,"2021-01-21 18:07:34",3902-FOIGH,Yes,Yes,2,No,Yes,No,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3926-CUQZX,1,Yes,3926-CUQZX,2022-01-31,3926-CUQZX,Male,0,No,No,3926-CUQZX,3,45.1,45.1,3926-CUQZX,"2021-12-21 18:07:34",3926-CUQZX,Yes,No,1,No,No,No,No,No,No,1,DSL,3,"Bank transfer (automatic)"
2,"One year",3932-CMDTD,2,Yes,3932-CMDTD,2022-01-31,3932-CMDTD,Female,0,No,No,3932-CMDTD,1,105.65,443.9,3932-CMDTD,"2021-09-21 18:07:34",3932-CMDTD,Yes,No,2,No,Yes,Yes,Yes,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3945-GFWQL,1,Yes,3945-GFWQL,2022-01-31,3945-GFWQL,Female,0,No,Yes,3945-GFWQL,1,44.55,480.6,3945-GFWQL,"2021-01-21 18:07:34",3945-GFWQL,Yes,No,1,No,No,No,No,No,No,1,DSL,1,"Electronic check"
1,Month-to-month,3946-MHCZW,1,No,3946-MHCZW,2022-01-31,3946-MHCZW,Male,0,No,No,3946-MHCZW,2,50.9,50.9,3946-MHCZW,"2021-12-21 18:07:34",3946-MHCZW,Yes,No,1,No,No,Yes,No,No,No,1,DSL,2,"Mailed check"
1,Month-to-month,3948-XHGNA,1,Yes,3948-XHGNA,2022-01-31,3948-XHGNA,Male,0,No,No,3948-XHGNA,3,49.55,1210.4,3948-XHGNA,"2020-01-21 18:07:34",3948-XHGNA,Yes,No,1,Yes,No,No,No,No,No,1,DSL,3,"Bank transfer (automatic)"
1,Month-to-month,3990-QYKBE,1,Yes,3990-QYKBE,2022-01-31,3990-QYKBE,Male,1,Yes,No,3990-QYKBE,1,92.5,3473.4,3990-QYKBE,"2018-12-21 18:07:34",3990-QYKBE,Yes,Yes,2,No,No,No,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,3999-QGRJH,1,Yes,3999-QGRJH,2022-01-31,3999-QGRJH,Male,1,No,No,3999-QGRJH,1,69.7,560.85,3999-QGRJH,"2021-05-21 18:07:34",3999-QGRJH,Yes,No,2,No,No,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,4009-ALQFH,1,Yes,4009-ALQFH,2022-01-31,4009-ALQFH,Female,0,No,No,4009-ALQFH,1,99.5,2369.05,4009-ALQFH,"2019-12-21 18:07:34",4009-ALQFH,Yes,No,2,No,Yes,Yes,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,4013-TLDHQ,1,Yes,4013-TLDHQ,2022-01-31,4013-TLDHQ,Male,0,No,No,4013-TLDHQ,1,78.25,1490.95,4013-TLDHQ,"2020-06-21 18:07:34",4013-TLDHQ,Yes,No,2,No,Yes,Yes,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,4021-RQSNY,1,Yes,4021-RQSNY,2022-01-31,4021-RQSNY,Male,1,Yes,No,4021-RQSNY,1,98.5,3004.15,4021-RQSNY,"2019-08-21 18:07:34",4021-RQSNY,Yes,Yes,2,No,No,Yes,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,4078-SAYYN,1,Yes,4078-SAYYN,2022-01-31,4078-SAYYN,Female,0,No,No,4078-SAYYN,1,100.75,1129.75,4078-SAYYN,"2021-02-21 18:07:34",4078-SAYYN,Yes,Yes,2,No,No,Yes,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
2,"One year",4081-DYXAV,2,Yes,4081-DYXAV,2022-01-31,4081-DYXAV,Female,0,No,No,4081-DYXAV,4,44.85,893.55,4081-DYXAV,"2020-06-21 18:07:34",4081-DYXAV,No,"No phone service",1,No,No,No,No,Yes,Yes,1,DSL,4,"Credit card (automatic)"
1,Month-to-month,4083-EUGRJ,1,No,4083-EUGRJ,2022-01-31,4083-EUGRJ,Male,0,No,No,4083-EUGRJ,2,20.25,178.5,4083-EUGRJ,"2021-04-21 18:07:34",4083-EUGRJ,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",3,None,2,"Mailed check"
2,"One year",4088-YLDSU,2,Yes,4088-YLDSU,2022-01-31,4088-YLDSU,Male,0,Yes,No,4088-YLDSU,1,104.15,5743.05,4088-YLDSU,"2017-06-21 18:07:34",4088-YLDSU,Yes,Yes,2,No,No,Yes,Yes,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,4102-OQUPX,1,Yes,4102-OQUPX,2022-01-31,4102-OQUPX,Male,1,Yes,No,4102-OQUPX,1,74.4,74.4,4102-OQUPX,"2021-12-21 18:07:34",4102-OQUPX,Yes,Yes,2,No,No,No,No,No,No,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,4110-PFEUZ,1,No,4110-PFEUZ,2022-01-31,4110-PFEUZ,Female,0,No,No,4110-PFEUZ,2,69.55,69.55,4110-PFEUZ,"2021-12-21 18:07:34",4110-PFEUZ,Yes,No,2,No,No,No,No,No,No,2,"Fiber optic",2,"Mailed check"
1,Month-to-month,4112-LUEIZ,1,Yes,4112-LUEIZ,2022-01-31,4112-LUEIZ,Male,0,No,No,4112-LUEIZ,1,89.5,863.1,4112-LUEIZ,"2021-03-21 18:07:34",4112-LUEIZ,Yes,No,2,No,No,No,No,Yes,Yes,2,"Fiber optic",1,"Electronic check"
1,Month-to-month,4124-MMETB,1,Yes,4124-MMETB,2022-01-31,4124-MMETB,Male,0,No,No,4124-MMETB,4,94.65,2104.55,4124-MMETB,"2020-03-21 18:07:34",4124-MMETB,Yes,Yes,2,No,No,No,No,Yes,Yes,2,"Fiber optic",4,"Credit card (automatic)"
