customer_id,phone_service,multiple_lines,internet_service_type_id,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,customer_id,signup_date,customer_id,contract_type_id,paperless_billing,customer_id,gender,senior_citizen,partner,dependents,customer_id,payment_type_id,monthly_charges,total_charges,customer_id,churn_month,payment_type_id,payment_type,internet_service_type_id,internet_service_type,contract_type_id,contract_type
2573-GYRUU,Yes,Yes,2,No,No,Yes,No,No,Yes,2573-GYRUU,"2018-01-21 18:07:34",2573-GYRUU,1,Yes,2573-GYRUU,Male,1,Yes,No,2573-GYRUU,4,91.05,4370.75,NULL,NULL,4,"Credit card (automatic)",2,"Fiber optic",1,Month-to-month
2575-GFSOE,Yes,No,2,No,No,No,No,No,No,2575-GFSOE,"2021-06-21 18:07:34",2575-GFSOE,1,Yes,2575-GFSOE,Female,0,Yes,Yes,2575-GFSOE,1,69,506.9,2575-GFSOE,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
2576-HXMPA,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",2576-HXMPA,"2021-12-21 18:07:34",2576-HXMPA,1,No,2576-HXMPA,Female,0,No,No,2576-HXMPA,4,19.55,19.55,NULL,NULL,4,"Credit card (automatic)",3,None,1,Month-to-month
2577-GVSIL,Yes,Yes,1,No,No,No,Yes,Yes,Yes,2577-GVSIL,"2019-02-21 18:07:34",2577-GVSIL,2,Yes,2577-GVSIL,Male,0,Yes,Yes,2577-GVSIL,3,73.45,2661.1,NULL,NULL,3,"Bank transfer (automatic)",1,DSL,2,"One year"
2578-JQPHZ,Yes,No,2,No,No,Yes,Yes,Yes,Yes,2578-JQPHZ,"2018-05-21 18:07:34",2578-JQPHZ,3,No,2578-JQPHZ,Male,0,No,No,2578-JQPHZ,3,100.1,4378.35,NULL,NULL,3,"Bank transfer (automatic)",2,"Fiber optic",3,"Two year"
2580-ASVVY,No,"No phone service",1,Yes,No,No,Yes,Yes,No,2580-ASVVY,"2018-12-21 18:07:34",2580-ASVVY,3,No,2580-ASVVY,Female,0,Yes,No,2580-ASVVY,1,45.4,1593.1,NULL,NULL,1,"Electronic check",1,DSL,3,"Two year"
2580-ATZSQ,Yes,No,1,Yes,Yes,Yes,No,No,No,2580-ATZSQ,"2016-08-21 18:07:34",2580-ATZSQ,2,No,2580-ATZSQ,Female,0,Yes,Yes,2580-ATZSQ,3,61.35,3874.1,NULL,NULL,3,"Bank transfer (automatic)",1,DSL,2,"One year"
2581-VKIRT,Yes,Yes,1,Yes,Yes,No,Yes,No,No,2581-VKIRT,"2017-02-21 18:07:34",2581-VKIRT,2,No,2581-VKIRT,Female,0,Yes,Yes,2581-VKIRT,2,65.5,3801.3,NULL,NULL,2,"Mailed check",1,DSL,2,"One year"
2582-FFFZR,No,"No phone service",1,No,No,Yes,No,Yes,Yes,2582-FFFZR,"2020-03-21 18:07:34",2582-FFFZR,1,Yes,2582-FFFZR,Female,0,No,No,2582-FFFZR,1,50.6,1073.3,NULL,NULL,1,"Electronic check",1,DSL,1,Month-to-month
2585-KTFRE,Yes,No,1,Yes,Yes,No,Yes,No,Yes,2585-KTFRE,"2021-12-21 18:07:34",2585-KTFRE,1,Yes,2585-KTFRE,Male,0,No,Yes,2585-KTFRE,3,70.45,70.45,NULL,NULL,3,"Bank transfer (automatic)",1,DSL,1,Month-to-month
2586-CWXVV,No,"No phone service",1,No,Yes,No,No,No,No,2586-CWXVV,"2017-07-21 18:07:34",2586-CWXVV,1,No,2586-CWXVV,Male,0,Yes,No,2586-CWXVV,1,30.4,1621.35,NULL,NULL,1,"Electronic check",1,DSL,1,Month-to-month
2587-EKXTS,Yes,Yes,2,Yes,Yes,Yes,No,Yes,Yes,2587-EKXTS,"2018-05-21 18:07:34",2587-EKXTS,1,Yes,2587-EKXTS,Male,0,No,No,2587-EKXTS,1,111.5,4915.15,NULL,NULL,1,"Electronic check",2,"Fiber optic",1,Month-to-month
2587-YNLES,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",2587-YNLES,"2021-07-21 18:07:34",2587-YNLES,3,No,2587-YNLES,Female,0,Yes,Yes,2587-YNLES,2,20.1,100.35,NULL,NULL,2,"Mailed check",3,None,3,"Two year"
2589-AYCRP,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",2589-AYCRP,"2017-11-21 18:07:34",2589-AYCRP,2,No,2589-AYCRP,Female,0,No,No,2589-AYCRP,3,19.75,989.05,NULL,NULL,3,"Bank transfer (automatic)",3,None,2,"One year"
2592-HODOV,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",2592-HODOV,"2020-12-21 18:07:34",2592-HODOV,2,No,2592-HODOV,Male,0,No,No,2592-HODOV,4,19.3,259.65,NULL,NULL,4,"Credit card (automatic)",3,None,2,"One year"
2592-SEIFQ,No,"No phone service",1,No,No,No,No,No,No,2592-SEIFQ,"2021-10-21 18:07:34",2592-SEIFQ,1,No,2592-SEIFQ,Male,0,No,No,2592-SEIFQ,1,24.75,66.95,2592-SEIFQ,2022-01-31,1,"Electronic check",1,DSL,1,Month-to-month
2592-YKDIF,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",2592-YKDIF,"2021-12-21 18:07:34",2592-YKDIF,1,No,2592-YKDIF,Female,0,No,No,2592-YKDIF,2,20.35,20.35,NULL,NULL,2,"Mailed check",3,None,1,Month-to-month
2595-KIWPV,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",2595-KIWPV,"2019-10-21 18:07:34",2595-KIWPV,3,No,2595-KIWPV,Male,0,No,Yes,2595-KIWPV,4,19.7,509.3,NULL,NULL,4,"Credit card (automatic)",3,None,3,"Two year"
2599-CIPQE,Yes,No,2,Yes,Yes,Yes,Yes,Yes,Yes,2599-CIPQE,"2016-02-21 18:07:34",2599-CIPQE,3,No,2599-CIPQE,Male,0,Yes,Yes,2599-CIPQE,4,109.3,7782.85,NULL,NULL,4,"Credit card (automatic)",2,"Fiber optic",3,"Two year"
2599-CZABP,Yes,No,1,No,No,No,No,No,No,2599-CZABP,"2020-11-21 18:07:34",2599-CZABP,2,No,2599-CZABP,Male,0,Yes,No,2599-CZABP,1,44.6,641.25,NULL,NULL,1,"Electronic check",1,DSL,2,"One year"
2603-HVKCG,Yes,No,2,No,Yes,Yes,No,Yes,Yes,2603-HVKCG,"2019-06-21 18:07:34",2603-HVKCG,1,Yes,2603-HVKCG,Male,0,No,No,2603-HVKCG,1,101.4,3143.65,NULL,NULL,1,"Electronic check",2,"Fiber optic",1,Month-to-month
2604-IJPDU,Yes,No,2,Yes,Yes,No,Yes,Yes,No,2604-IJPDU,"2020-05-21 18:07:34",2604-IJPDU,1,Yes,2604-IJPDU,Female,0,Yes,No,2604-IJPDU,1,96.55,1901.65,NULL,NULL,1,"Electronic check",2,"Fiber optic",1,Month-to-month
2604-XVDAM,Yes,No,1,No,No,No,No,No,No,2604-XVDAM,"2021-01-21 18:07:34",2604-XVDAM,1,No,2604-XVDAM,Female,0,No,No,2604-XVDAM,3,43.8,540.95,NULL,NULL,3,"Bank transfer (automatic)",1,DSL,1,Month-to-month
2606-PKWJB,No,"No phone service",1,Yes,Yes,No,Yes,No,No,2606-PKWJB,"2018-09-21 18:07:34",2606-PKWJB,2,No,2606-PKWJB,Male,0,No,Yes,2606-PKWJB,2,40.25,1564.05,NULL,NULL,2,"Mailed check",1,DSL,2,"One year"
2606-RMDHZ,No,"No phone service",1,No,Yes,No,No,No,No,2606-RMDHZ,"2021-07-21 18:07:34",2606-RMDHZ,1,Yes,2606-RMDHZ,Male,0,No,No,2606-RMDHZ,4,30.5,208.7,2606-RMDHZ,2022-01-31,4,"Credit card (automatic)",1,DSL,1,Month-to-month
2607-DHDAK,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",2607-DHDAK,"2016-01-21 18:07:34",2607-DHDAK,3,Yes,2607-DHDAK,Male,0,Yes,Yes,2607-DHDAK,4,19.8,1414.65,NULL,NULL,4,"Credit card (automatic)",3,None,3,"Two year"
2607-FBDFF,Yes,No,1,No,No,No,Yes,No,No,2607-FBDFF,"2021-12-21 18:07:34",2607-FBDFF,1,No,2607-FBDFF,Male,0,No,No,2607-FBDFF,4,49,49,NULL,NULL,4,"Credit card (automatic)",1,DSL,1,Month-to-month
2608-BHKFN,Yes,No,2,No,No,No,No,No,No,2608-BHKFN,"2021-09-21 18:07:34",2608-BHKFN,1,Yes,2608-BHKFN,Female,0,No,No,2608-BHKFN,4,70.05,266.9,2608-BHKFN,2022-01-31,4,"Credit card (automatic)",2,"Fiber optic",1,Month-to-month
2609-IAICY,Yes,Yes,2,No,No,No,No,No,No,2609-IAICY,"2021-12-21 18:07:34",2609-IAICY,1,Yes,2609-IAICY,Female,0,No,No,2609-IAICY,1,77.15,77.15,2609-IAICY,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
2612-PHGOX,Yes,Yes,1,No,Yes,Yes,Yes,Yes,No,2612-PHGOX,"2016-09-21 18:07:34",2612-PHGOX,3,Yes,2612-PHGOX,Male,0,Yes,No,2612-PHGOX,3,76.1,4818.8,NULL,NULL,3,"Bank transfer (automatic)",1,DSL,3,"Two year"
2612-RANWT,Yes,Yes,2,No,No,Yes,No,Yes,Yes,2612-RANWT,"2021-01-21 18:07:34",2612-RANWT,1,Yes,2612-RANWT,Female,0,No,No,2612-RANWT,3,100.15,1164.3,2612-RANWT,2022-01-31,3,"Bank transfer (automatic)",2,"Fiber optic",1,Month-to-month
2612-RRIDN,Yes,No,2,No,No,No,No,Yes,No,2612-RRIDN,"2021-09-21 18:07:34",2612-RRIDN,1,Yes,2612-RRIDN,Male,0,No,No,2612-RRIDN,1,81,340.85,2612-RRIDN,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
2615-YVMYX,Yes,Yes,2,Yes,Yes,Yes,No,Yes,Yes,2615-YVMYX,"2016-02-21 18:07:34",2615-YVMYX,1,Yes,2615-YVMYX,Male,1,Yes,No,2615-YVMYX,1,107.5,7713.55,NULL,NULL,1,"Electronic check",2,"Fiber optic",1,Month-to-month
2616-FLVQC,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",2616-FLVQC,"2016-09-21 18:07:34",2616-FLVQC,3,No,2616-FLVQC,Male,0,No,No,2616-FLVQC,2,19.55,1240.15,NULL,NULL,2,"Mailed check",3,None,3,"Two year"
2616-UUTFK,Yes,Yes,1,Yes,Yes,Yes,No,Yes,No,2616-UUTFK,"2019-04-21 18:07:34",2616-UUTFK,1,Yes,2616-UUTFK,Male,0,Yes,No,2616-UUTFK,3,72.75,2447.45,NULL,NULL,3,"Bank transfer (automatic)",1,DSL,1,Month-to-month
2619-WFQWU,Yes,No,2,No,No,No,No,No,No,2619-WFQWU,"2021-12-21 18:07:34",2619-WFQWU,1,Yes,2619-WFQWU,Female,0,No,No,2619-WFQWU,2,70.15,70.15,2619-WFQWU,2022-01-31,2,"Mailed check",2,"Fiber optic",1,Month-to-month
2621-UDNLU,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",2621-UDNLU,"2021-10-21 18:07:34",2621-UDNLU,1,No,2621-UDNLU,Female,0,Yes,No,2621-UDNLU,2,20.85,72,NULL,NULL,2,"Mailed check",3,None,1,Month-to-month
2623-DRYAM,Yes,Yes,2,No,No,Yes,No,Yes,Yes,2623-DRYAM,"2016-03-21 18:07:34",2623-DRYAM,2,Yes,2623-DRYAM,Female,0,Yes,No,2623-DRYAM,1,101.75,7069.3,NULL,NULL,1,"Electronic check",2,"Fiber optic",2,"One year"
2625-TRCZQ,No,"No phone service",1,No,Yes,No,No,Yes,Yes,2625-TRCZQ,"2017-10-21 18:07:34",2625-TRCZQ,1,Yes,2625-TRCZQ,Female,0,Yes,No,2625-TRCZQ,1,49.65,2553.35,NULL,NULL,1,"Electronic check",1,DSL,1,Month-to-month
2626-URJFX,Yes,Yes,1,No,No,No,No,No,No,2626-URJFX,"2021-09-21 18:07:34",2626-URJFX,1,Yes,2626-URJFX,Male,0,Yes,Yes,2626-URJFX,1,50.9,225.6,2626-URJFX,2022-01-31,1,"Electronic check",1,DSL,1,Month-to-month
2626-VEEWG,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",2626-VEEWG,"2016-06-21 18:07:34",2626-VEEWG,3,Yes,2626-VEEWG,Male,0,Yes,Yes,2626-VEEWG,4,19.4,1284.2,NULL,NULL,4,"Credit card (automatic)",3,None,3,"Two year"
2632-IVXVF,Yes,Yes,2,Yes,No,Yes,Yes,Yes,Yes,2632-IVXVF,"2016-05-21 18:07:34",2632-IVXVF,3,No,2632-IVXVF,Female,0,Yes,Yes,2632-IVXVF,4,111.75,7511.3,NULL,NULL,4,"Credit card (automatic)",2,"Fiber optic",3,"Two year"
2632-TACXW,Yes,Yes,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",2632-TACXW,"2016-11-21 18:07:34",2632-TACXW,3,No,2632-TACXW,Female,0,Yes,No,2632-TACXW,3,23.65,1416.75,NULL,NULL,3,"Bank transfer (automatic)",3,None,3,"Two year"
2632-UCGVD,Yes,Yes,2,No,No,No,Yes,Yes,Yes,2632-UCGVD,"2016-07-21 18:07:34",2632-UCGVD,1,Yes,2632-UCGVD,Male,1,Yes,No,2632-UCGVD,4,100.05,6871.9,2632-UCGVD,2022-01-31,4,"Credit card (automatic)",2,"Fiber optic",1,Month-to-month
2634-HCZGT,Yes,Yes,1,Yes,No,No,Yes,No,No,2634-HCZGT,"2017-08-21 18:07:34",2634-HCZGT,2,Yes,2634-HCZGT,Male,1,Yes,No,2634-HCZGT,1,60.05,3229.65,2634-HCZGT,2022-01-31,1,"Electronic check",1,DSL,2,"One year"
2636-ALXXZ,Yes,No,2,No,No,No,No,No,No,2636-ALXXZ,"2021-12-21 18:07:34",2636-ALXXZ,1,Yes,2636-ALXXZ,Female,1,No,No,2636-ALXXZ,1,69.6,69.6,2636-ALXXZ,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
2636-OHFMN,No,"No phone service",1,No,Yes,No,No,Yes,Yes,2636-OHFMN,"2021-09-21 18:07:34",2636-OHFMN,1,Yes,2636-OHFMN,Male,0,Yes,No,2636-OHFMN,1,48.55,201,2636-OHFMN,2022-01-31,1,"Electronic check",1,DSL,1,Month-to-month
2636-SJDOU,Yes,Yes,2,Yes,Yes,No,No,No,No,2636-SJDOU,"2016-09-21 18:07:34",2636-SJDOU,2,Yes,2636-SJDOU,Male,0,No,No,2636-SJDOU,4,84.3,5289.05,NULL,NULL,4,"Credit card (automatic)",2,"Fiber optic",2,"One year"
2637-FKFSY,Yes,No,1,No,No,No,No,No,No,2637-FKFSY,"2021-10-21 18:07:34",2637-FKFSY,1,Yes,2637-FKFSY,Female,0,Yes,No,2637-FKFSY,2,46.1,130.15,NULL,NULL,2,"Mailed check",1,DSL,1,Month-to-month
2639-UGMAZ,No,"No phone service",1,Yes,Yes,No,No,Yes,Yes,2639-UGMAZ,"2016-02-21 18:07:34",2639-UGMAZ,2,Yes,2639-UGMAZ,Male,1,No,No,2639-UGMAZ,1,56.45,3985.35,NULL,NULL,1,"Electronic check",1,DSL,2,"One year"
2640-LYMOV,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",2640-LYMOV,"2021-11-21 18:07:34",2640-LYMOV,1,Yes,2640-LYMOV,Male,0,No,No,2640-LYMOV,2,19.65,38.8,NULL,NULL,2,"Mailed check",3,None,1,Month-to-month
2640-PMGFL,Yes,Yes,2,No,No,No,Yes,No,No,2640-PMGFL,"2019-10-21 18:07:34",2640-PMGFL,1,Yes,2640-PMGFL,Male,0,No,Yes,2640-PMGFL,1,79.5,2180.55,2640-PMGFL,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
2642-DTVCO,Yes,Yes,2,No,No,No,No,No,Yes,2642-DTVCO,"2021-04-21 18:07:34",2642-DTVCO,1,Yes,2642-DTVCO,Male,1,No,No,2642-DTVCO,1,85.05,746.5,2642-DTVCO,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
2642-MAWLJ,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",2642-MAWLJ,"2019-01-21 18:07:34",2642-MAWLJ,3,No,2642-MAWLJ,Female,0,Yes,Yes,2642-MAWLJ,3,20.25,717.95,NULL,NULL,3,"Bank transfer (automatic)",3,None,3,"Two year"
2645-QTLMB,Yes,No,2,No,Yes,No,No,Yes,Yes,2645-QTLMB,"2021-06-21 18:07:34",2645-QTLMB,1,Yes,2645-QTLMB,Male,0,No,No,2645-QTLMB,1,94.25,669,2645-QTLMB,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
2649-HWLYB,Yes,Yes,1,Yes,No,Yes,Yes,No,Yes,2649-HWLYB,"2016-08-21 18:07:34",2649-HWLYB,3,No,2649-HWLYB,Male,0,Yes,No,2649-HWLYB,3,76.15,4929.55,NULL,NULL,3,"Bank transfer (automatic)",1,DSL,3,"Two year"
2650-GYRYL,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",2650-GYRYL,"2019-04-21 18:07:34",2650-GYRYL,2,Yes,2650-GYRYL,Male,0,Yes,Yes,2650-GYRYL,3,19.45,600.25,NULL,NULL,3,"Bank transfer (automatic)",3,None,2,"One year"
2651-ZCBXV,Yes,Yes,2,Yes,Yes,No,Yes,Yes,Yes,2651-ZCBXV,"2017-07-21 18:07:34",2651-ZCBXV,3,Yes,2651-ZCBXV,Male,0,No,No,2651-ZCBXV,4,108,5760.65,NULL,NULL,4,"Credit card (automatic)",2,"Fiber optic",3,"Two year"
2654-VBVPB,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",2654-VBVPB,"2021-12-21 18:07:34",2654-VBVPB,1,No,2654-VBVPB,Female,0,No,No,2654-VBVPB,3,19.9,19.9,NULL,NULL,3,"Bank transfer (automatic)",3,None,1,Month-to-month
2656-FMOKZ,Yes,Yes,2,No,No,No,No,No,No,2656-FMOKZ,"2020-10-21 18:07:34",2656-FMOKZ,1,Yes,2656-FMOKZ,Female,1,No,No,2656-FMOKZ,2,74.45,1145.7,2656-FMOKZ,2022-01-31,2,"Mailed check",2,"Fiber optic",1,Month-to-month
2656-TABEH,Yes,Yes,2,No,Yes,No,No,Yes,Yes,2656-TABEH,"2021-09-21 18:07:34",2656-TABEH,1,Yes,2656-TABEH,Male,0,Yes,No,2656-TABEH,1,100.2,420.2,2656-TABEH,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
2657-ALMWY,Yes,No,2,No,Yes,No,No,No,Yes,2657-ALMWY,"2019-11-21 18:07:34",2657-ALMWY,1,No,2657-ALMWY,Female,1,Yes,No,2657-ALMWY,1,84.95,2169.75,2657-ALMWY,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
2657-VPXTA,Yes,No,2,No,No,No,No,Yes,Yes,2657-VPXTA,"2021-03-21 18:07:34",2657-VPXTA,1,Yes,2657-VPXTA,Female,0,Yes,Yes,2657-VPXTA,1,88.85,929.45,NULL,NULL,1,"Electronic check",2,"Fiber optic",1,Month-to-month
2659-VXMWZ,Yes,Yes,2,Yes,Yes,Yes,No,Yes,Yes,2659-VXMWZ,"2016-06-21 18:07:34",2659-VXMWZ,2,Yes,2659-VXMWZ,Male,0,Yes,Yes,2659-VXMWZ,1,111.3,7482.1,2659-VXMWZ,2022-01-31,1,"Electronic check",2,"Fiber optic",2,"One year"
2660-EMUBI,Yes,Yes,2,No,No,No,No,Yes,Yes,2660-EMUBI,"2021-03-21 18:07:34",2660-EMUBI,1,Yes,2660-EMUBI,Male,1,No,No,2660-EMUBI,1,95.35,898.35,2660-EMUBI,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
2661-GKBTK,Yes,No,1,No,Yes,No,Yes,Yes,Yes,2661-GKBTK,"2017-01-21 18:07:34",2661-GKBTK,3,No,2661-GKBTK,Male,0,Yes,Yes,2661-GKBTK,3,76.95,4543.95,NULL,NULL,3,"Bank transfer (automatic)",1,DSL,3,"Two year"
2662-NNTDK,Yes,Yes,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",2662-NNTDK,"2016-08-21 18:07:34",2662-NNTDK,2,No,2662-NNTDK,Male,0,No,No,2662-NNTDK,4,24.8,1600.95,NULL,NULL,4,"Credit card (automatic)",3,None,2,"One year"
2664-XJZNO,Yes,No,2,Yes,No,Yes,Yes,Yes,Yes,2664-XJZNO,"2016-01-21 18:07:34",2664-XJZNO,3,Yes,2664-XJZNO,Male,0,Yes,Yes,2664-XJZNO,4,104.9,7559.55,NULL,NULL,4,"Credit card (automatic)",2,"Fiber optic",3,"Two year"
2665-NPTGL,Yes,Yes,2,No,No,Yes,No,Yes,Yes,2665-NPTGL,"2019-11-21 18:07:34",2665-NPTGL,1,Yes,2665-NPTGL,Female,1,Yes,No,2665-NPTGL,3,98.1,2510.7,NULL,NULL,3,"Bank transfer (automatic)",2,"Fiber optic",1,Month-to-month
2667-WYLWJ,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",2667-WYLWJ,"2021-05-21 18:07:34",2667-WYLWJ,2,Yes,2667-WYLWJ,Female,0,Yes,Yes,2667-WYLWJ,2,19.75,145,2667-WYLWJ,2022-01-31,2,"Mailed check",3,None,2,"One year"
2668-TZSPS,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",2668-TZSPS,"2021-12-21 18:07:34",2668-TZSPS,1,No,2668-TZSPS,Male,0,No,No,2668-TZSPS,2,20.45,20.45,NULL,NULL,2,"Mailed check",3,None,1,Month-to-month
2669-OIDSD,Yes,No,2,No,No,Yes,Yes,Yes,Yes,2669-OIDSD,"2018-01-21 18:07:34",2669-OIDSD,1,Yes,2669-OIDSD,Female,0,Yes,No,2669-OIDSD,4,100.05,4834,NULL,NULL,4,"Credit card (automatic)",2,"Fiber optic",1,Month-to-month
2669-QVCRG,Yes,Yes,2,Yes,No,No,No,No,No,2669-QVCRG,"2018-08-21 18:07:34",2669-QVCRG,1,Yes,2669-QVCRG,Female,0,No,No,2669-QVCRG,4,81.3,3190.65,NULL,NULL,4,"Credit card (automatic)",2,"Fiber optic",1,Month-to-month
2672-DZUOY,No,"No phone service",1,No,No,No,No,No,No,2672-DZUOY,"2021-12-21 18:07:34",2672-DZUOY,1,Yes,2672-DZUOY,Male,0,No,No,2672-DZUOY,1,25.15,25.15,2672-DZUOY,2022-01-31,1,"Electronic check",1,DSL,1,Month-to-month
2672-HUYVI,Yes,No,2,No,No,No,No,Yes,Yes,2672-HUYVI,"2021-07-21 18:07:34",2672-HUYVI,1,Yes,2672-HUYVI,Female,0,No,No,2672-HUYVI,1,91.1,455.3,2672-HUYVI,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
2672-OJQZP,Yes,No,1,No,No,No,No,No,No,2672-OJQZP,"2021-12-21 18:07:34",2672-OJQZP,1,No,2672-OJQZP,Female,0,No,No,2672-OJQZP,2,44.75,44.75,NULL,NULL,2,"Mailed check",1,DSL,1,Month-to-month
2672-TGEFF,Yes,Yes,2,No,Yes,No,No,Yes,No,2672-TGEFF,"2018-12-21 18:07:34",2672-TGEFF,1,Yes,2672-TGEFF,Female,0,Yes,Yes,2672-TGEFF,1,88.8,3340.55,NULL,NULL,1,"Electronic check",2,"Fiber optic",1,Month-to-month
2673-CXQEU,Yes,Yes,2,Yes,Yes,Yes,No,Yes,Yes,2673-CXQEU,"2017-05-21 18:07:34",2673-CXQEU,2,No,2673-CXQEU,Female,1,No,No,2673-CXQEU,1,110.5,6139.5,NULL,NULL,1,"Electronic check",2,"Fiber optic",2,"One year"
2673-ZALNP,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",2673-ZALNP,"2021-06-21 18:07:34",2673-ZALNP,2,No,2673-ZALNP,Female,0,No,No,2673-ZALNP,2,19.9,173.15,NULL,NULL,2,"Mailed check",3,None,2,"One year"
2674-MIAHT,Yes,Yes,2,No,Yes,No,No,No,No,2674-MIAHT,"2021-09-21 18:07:34",2674-MIAHT,1,Yes,2674-MIAHT,Female,0,No,No,2674-MIAHT,2,80.3,324.2,NULL,NULL,2,"Mailed check",2,"Fiber optic",1,Month-to-month
2674-MLXMN,Yes,Yes,2,No,Yes,No,No,Yes,Yes,2674-MLXMN,"2016-02-21 18:07:34",2674-MLXMN,1,Yes,2674-MLXMN,Female,1,No,No,2674-MLXMN,4,99.65,6951.15,NULL,NULL,4,"Credit card (automatic)",2,"Fiber optic",1,Month-to-month
2675-DHUTR,Yes,Yes,2,No,Yes,No,No,Yes,Yes,2675-DHUTR,"2017-03-21 18:07:34",2675-DHUTR,1,Yes,2675-DHUTR,Male,1,Yes,No,2675-DHUTR,1,98.9,5780.7,NULL,NULL,1,"Electronic check",2,"Fiber optic",1,Month-to-month
2675-IJRGJ,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",2675-IJRGJ,"2017-08-21 18:07:34",2675-IJRGJ,3,No,2675-IJRGJ,Male,0,No,No,2675-IJRGJ,3,19.65,978,NULL,NULL,3,"Bank transfer (automatic)",3,None,3,"Two year"
2675-OTVVJ,Yes,Yes,2,Yes,No,No,No,Yes,No,2675-OTVVJ,"2019-06-21 18:07:34",2675-OTVVJ,1,No,2675-OTVVJ,Male,1,Yes,No,2675-OTVVJ,1,89.45,2807.65,NULL,NULL,1,"Electronic check",2,"Fiber optic",1,Month-to-month
2676-ISHSF,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",2676-ISHSF,"2021-12-21 18:07:34",2676-ISHSF,1,No,2676-ISHSF,Male,0,No,No,2676-ISHSF,2,20.3,20.3,NULL,NULL,2,"Mailed check",3,None,1,Month-to-month
2676-OXPPQ,Yes,No,1,Yes,Yes,No,No,No,No,2676-OXPPQ,"2021-07-21 18:07:34",2676-OXPPQ,1,Yes,2676-OXPPQ,Male,0,No,No,2676-OXPPQ,3,55.7,335.65,NULL,NULL,3,"Bank transfer (automatic)",1,DSL,1,Month-to-month
2676-SSLTO,Yes,Yes,1,No,No,No,Yes,Yes,No,2676-SSLTO,"2017-12-21 18:07:34",2676-SSLTO,3,Yes,2676-SSLTO,Male,0,No,No,2676-SSLTO,3,66.15,3199,NULL,NULL,3,"Bank transfer (automatic)",1,DSL,3,"Two year"
2680-XKKNJ,Yes,No,1,Yes,Yes,No,Yes,No,No,2680-XKKNJ,"2021-05-21 18:07:34",2680-XKKNJ,2,No,2680-XKKNJ,Female,0,No,No,2680-XKKNJ,3,58.2,469.25,NULL,NULL,3,"Bank transfer (automatic)",1,DSL,2,"One year"
2682-KEVRP,Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",2682-KEVRP,"2020-03-21 18:07:34",2682-KEVRP,2,Yes,2682-KEVRP,Female,1,No,No,2682-KEVRP,2,20.05,417,NULL,NULL,2,"Mailed check",3,None,2,"One year"
2683-BPJSO,Yes,Yes,2,Yes,Yes,No,No,No,No,2683-BPJSO,"2019-08-21 18:07:34",2683-BPJSO,1,Yes,2683-BPJSO,Male,0,Yes,No,2683-BPJSO,1,84.45,2467.1,2683-BPJSO,2022-01-31,1,"Electronic check",2,"Fiber optic",1,Month-to-month
2683-JXWQQ,No,"No phone service",1,Yes,No,Yes,No,No,No,2683-JXWQQ,"2016-12-21 18:07:34",2683-JXWQQ,1,No,2683-JXWQQ,Male,0,Yes,Yes,2683-JXWQQ,3,33.6,2117.2,NULL,NULL,3,"Bank transfer (automatic)",1,DSL,1,Month-to-month
